Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description
O95831	O95831;O95831-3;O95831-5;A0A6Q8PFE1;A0A6Q8PFM5;A0A6Q8PG15;A0A6Q8PHC0;A0A6Q8PHJ4;A0A6Q8PHJ9;A0A7I2PK44;E9PMA0;O95831-2	AIFM1_HUMAN	AIFM1	Apoptosis-inducing factor 1, mitochondrial
O95833	O95833	CLIC3_HUMAN	CLIC3	Chloride intracellular channel protein 3
O95834-2;O95834-3	O95834;O95834-2;O95834-3	EMAL2_HUMAN	EML2	Isoform 2 of Echinoderm microtubule-associated protein-like 2
O95834-2;O95834-3;Q6ZMW3	O00423;O95834;A0A0C4DGQ7;Q05BV3;Q6ZMW3;A0A3B3IU69;F8W717;K7EIK7;O95834-2;O95834-3;Q05BV3-2;Q05BV3-4;A0A669KBD4;C9JRL6;G3V3N9;G3V500;K7EIM1;K7EKU5;K7EQR0;K7ERR2;K7ERY9;O00423-3;Q05BV3-5;Q6ZMW3-2	EMAL2_HUMAN;EMAL6_HUMAN	EML2;EML6	Isoform 2 of Echinoderm microtubule-associated protein-like 2
O95835	O95835;O95835-2;H0YG09	LATS1_HUMAN	LATS1	Serine/threonine-protein kinase LATS1
O95837;P29992	O95837;P29992;K7EL62;A0A087WVZ3	GNA11_HUMAN;GNA14_HUMAN	GNA11;GNA14	Guanine nucleotide-binding protein subunit alpha-14
O95837;P29992;P50148	O95837;P29992;P50148;B1AM21	GNA11_HUMAN;GNA14_HUMAN;GNAQ_HUMAN	GNA11;GNA14;GNAQ	Guanine nucleotide-binding protein subunit alpha-14
O95837;P29992;P50148;Q14344	O95837;P19086;P29992;P50148;Q03113;Q14344;K7EL62;E9PC54;Q03113-2;Q03113-3;Q14344-2	GNA11_HUMAN;GNA13_HUMAN;GNA14_HUMAN;GNAQ_HUMAN	GNA11;GNA13;GNA14;GNAQ	Guanine nucleotide-binding protein subunit alpha-14
O95841	O95841	ANGL1_HUMAN	ANGPTL1	Angiopoietin-related protein 1
O95847;O95847-2	O95847;O95847-2;Q5VTS8;S4R3J2	UCP4_HUMAN	SLC25A27	Mitochondrial uncoupling protein 4
O95848	O95848	NUD14_HUMAN	NUDT14	Uridine diphosphate glucose pyrophosphatase NUDT14
O95857	Q12999;O95857;F8VNT7;F8VP43;F8VS78;F8VWE0	TSN13_HUMAN	TSPAN13	Tetraspanin-13
O95861	O95861;O95861-2;O95861-3;O95861-4;A6NF51	BPNT1_HUMAN	BPNT1	3'(2'),5'-bisphosphate nucleotidase 1
O95864	O95864;O95864-2;O95864-3;O95864-4	FADS2_HUMAN	FADS2	Acyl-CoA 6-desaturase
O95865	O95865;A0A140T971;H0Y7N1;Q5SRR8;Q5SSV3	DDAH2_HUMAN	DDAH2	N(G),N(G)-dimethylarginine dimethylaminohydrolase 2
O95866;O95866-2;O95866-3;O95866-4;O95866-5;O95866-6;O95866-7	O95866;O95866-4;O95866-5;B7ZLJ5;O95866-2;O95866-3;O95866-6;O95866-7;A0A0G2JJG8;A0A140T9L8;A0A140T9V1;F8WDG3	G6B_HUMAN	MPIG6B	Megakaryocyte and platelet inhibitory receptor G6b
O95867	O95867	LY66C_HUMAN	LY6G6C	Lymphocyte antigen 6 complex locus protein G6c
O95881	O95881	TXD12_HUMAN	TXNDC12	Thioredoxin domain-containing protein 12
O95897	O95897;K7EIS8;K7EKW2	NOE2_HUMAN	OLFM2	Noelin-2
O95905;O95905-3	O95905;O95905-3	ECD_HUMAN	ECD	Protein ecdysoneless homolog
O95926	O95926	SYF2_HUMAN	SYF2	Pre-mRNA-splicing factor SYF2
O95965-3	O95965-3	ITGBL_HUMAN	ITGBL1	Isoform 3 of Integrin beta-like protein 1
O95967	O95967;E9PRU1;H0YET5;H0YEU0	FBLN4_HUMAN	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2
O95968	O95968	SG1D1_HUMAN	SCGB1D1	Secretoglobin family 1D member 1
O95969	O95969	SG1D2_HUMAN	SCGB1D2	Secretoglobin family 1D member 2
O95980	O95980	RECK_HUMAN	RECK	Reversion-inducing cysteine-rich protein with Kazal motifs
O95983;O95983-2	O95983;O95983-2;A0A087WT34;A0A087WZ12;A0A087X1H1;A0A0A0MTS6;K7EIE8	MBD3_HUMAN	MBD3	Methyl-CpG-binding domain protein 3
O95985;O95985-2;O95985-3	O95985;H0Y6W0;O95985-2;O95985-3	TOP3B_HUMAN	TOP3B	DNA topoisomerase 3-beta-1
O95989	O95989;A0A1W2PQS6	NUDT3_HUMAN	NUDT3	Diphosphoinositol polyphosphate phosphohydrolase 1
O95989;Q8NFP7;Q96G61	O95989;Q8NFP7;Q96G61;Q9NZJ9;A0A024RBG1;Q9NZJ9-2	NUD10_HUMAN;NUD11_HUMAN;NUDT3_HUMAN	NUDT10;NUDT11;NUDT3	Diphosphoinositol polyphosphate phosphohydrolase 1
O95990-3	O95990;O95990-3;O95990-4;O95990-2;C9JAU5	F107A_HUMAN	FAM107A	Isoform 3 of Actin-associated protein FAM107A
O95994	O95994	AGR2_HUMAN	AGR2	Anterior gradient protein 2 homolog
O95994;Q8TD06	O95994;Q8TD06;B5MC07;B5MC62;H7C040;H7C3Z9	AGR2_HUMAN;AGR3_HUMAN	AGR2;AGR3	Anterior gradient protein 2 homolog
O95996	O95996;A0A0C4DGQ0;B5MDS5;O95996-2;O95996-3;K7ELQ3;K7EN62;K7ERC5	APCL_HUMAN	APC2	Adenomatous polyposis coli protein 2
O95998	O95998;G3V1C5	I18BP_HUMAN	IL18BP	Interleukin-18-binding protein
O95998;O95998-4	O95998;G3V1C5;O95998-4	I18BP_HUMAN	IL18BP	Interleukin-18-binding protein
O95999	O95999;A0A087WWW9	BCL10_HUMAN	BCL10	B-cell lymphoma/leukemia 10
O96000	O96000;H3BPJ9;O96000-2	NDUBA_HUMAN	NDUFB10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
O96006	O96006	ZBED1_HUMAN	ZBED1	E3 SUMO-protein ligase ZBED1
O96007	O96007	MOC2B_HUMAN	MOCS2	Molybdopterin synthase catalytic subunit
O96008;O96008-2	O96008;K7EJ57;O96008-2	TOM40_HUMAN	TOMM40	Mitochondrial import receptor subunit TOM40 homolog
O96009	O96009;M0QXC5	NAPSA_HUMAN	NAPSA	Napsin-A
O96013	O96013	PAK4_HUMAN	PAK4	Serine/threonine-protein kinase PAK 4
O96013;O96013-3	O96013;Q9P286;O96013-2;O96013-3;O96013-4	PAK4_HUMAN	PAK4	Serine/threonine-protein kinase PAK 4
O96015	O96015;B0QXZ5	DNAL4_HUMAN	DNAL4	Dynein axonemal light chain 4
O96017	O96017;O96017-11;O96017-12;O96017-13;O96017-4;O96017-9;A0A087X102;A0A7P0MUT5;H0Y820	CHK2_HUMAN	CHEK2	Serine/threonine-protein kinase Chk2
O96017;Q9C098	O96017;Q9C098;O96017-11;O96017-12;O96017-13;O96017-4;O96017-9;A0A1B0GTZ4;A0A087X102;A0A7P0MUT5;H0Y820	CHK2_HUMAN;DCLK3_HUMAN	CHEK2;DCLK3	Serine/threonine-protein kinase Chk2
O96019	O96019;H7C5S0	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A
O96019;O96019-2	O96019;O96019-2;C9JQT2;H7C5S0	ACL6A_HUMAN	ACTL6A	Actin-like protein 6A
O96033	O96033;E9PKT9	MOC2A_HUMAN	MOCS2	Molybdopterin synthase sulfur carrier subunit
P00167-2	P00167;P00167-2;P00167-3	CYB5_HUMAN	CYB5A	Isoform 2 of Cytochrome b5
P00325	P00325;V9HW50	ADH1B_HUMAN	ADH1B	All-trans-retinol dehydrogenase [NAD(+)] ADH1B
P00325;P07327	P00325;P07327;D6RHZ6;P00325-2;V9HW50	ADH1A_HUMAN;ADH1B_HUMAN	ADH1A;ADH1B	All-trans-retinol dehydrogenase [NAD(+)] ADH1B
P00326	P00325;P00326;D6RHZ6;P00325-2;V9HW50;A0A087WU81;A0A087WUC4	ADH1G_HUMAN	ADH1C	Alcohol dehydrogenase 1C
P00326;P28332;P28332-2	P00326;P28332;A0A087WU81;D6RH17;P28332-2;Q8IUN7	ADH1G_HUMAN;ADH6_HUMAN	ADH1C;ADH6	Alcohol dehydrogenase 1C
P00338-2;P00338-3	P00338;P00338-3;P00338-2;P00338-5;F5GXY2	LDHA_HUMAN	LDHA	Isoform 2 of L-lactate dehydrogenase A chain
P00338-2;P00338-3;Q6ZMR3	P00338;P07195;P07864;Q6ZMR3;P00338-3;A0A3B3IS95;A0A5F9ZHM4;A8MW50;F5H155;F5H245;F5H5G7;G3XAP5;P00338-2;P00338-4;P00338-5	LDH6A_HUMAN;LDHA_HUMAN	LDHA;LDHAL6A	Isoform 2 of L-lactate dehydrogenase A chain
P00338-3	P00338;P00338-3;P00338-4	LDHA_HUMAN	LDHA	Isoform 3 of L-lactate dehydrogenase A chain
P00352	P00352	AL1A1_HUMAN	ALDH1A1	Aldehyde dehydrogenase 1A1
P00352;P05091	P00352;P05091;F8VP50;Q5SYQ7;Q5SYQ8;Q5SYQ9	AL1A1_HUMAN;ALDH2_HUMAN	ALDH1A1;ALDH2	Aldehyde dehydrogenase 1A1
P00352;P05091;P30837;P47895	O94788;P00352;P05091;P30837;P47895;O94788-2;O94788-3;O94788-4;P05091-2;H0Y2X5;H0YMG7	AL1A1_HUMAN;AL1A3_HUMAN;AL1B1_HUMAN;ALDH2_HUMAN	ALDH1A1;ALDH1A3;ALDH1B1;ALDH2	Aldehyde dehydrogenase 1A1
P00352;P05091;P47895	O94788;P00352;P05091;P30837;P47895;O94788-2;O94788-3;O94788-4;P05091-2;H0Y2X5;H0YMG7	AL1A1_HUMAN;AL1A3_HUMAN;ALDH2_HUMAN	ALDH1A1;ALDH1A3;ALDH2	Aldehyde dehydrogenase 1A1
P00367	P00367;A0A804HJD7;A0A804HKE0;P00367-2;P00367-3	DHE3_HUMAN	GLUD1	Glutamate dehydrogenase 1, mitochondrial
P00367;P49448	P00367;P49448;A0A804HJD7;A0A804HKE0;P00367-3;A0A804HJZ0	DHE3_HUMAN;DHE4_HUMAN	GLUD1;GLUD2	Glutamate dehydrogenase 1, mitochondrial
P00374	P00374;P00374-2	DYR_HUMAN	DHFR	Dihydrofolate reductase
P00387;P00387-2;P00387-3	P00387;A0A8I5KPU0;A0A8I5KR71;A0A8I5QKT9;A0A8J8YWN6;A0A8J8Z3C6;P00387-2;P00387-3;A0A087WZB1	NB5R3_HUMAN	CYB5R3	NADH-cytochrome b5 reductase 3
P00390;P00390-2	P00390;P00390-2;P00390-3;P00390-4;P00390-5	GSHR_HUMAN	GSR	Glutathione reductase, mitochondrial
P00403	P00403	COX2_HUMAN	MT-CO2	Cytochrome c oxidase subunit 2
P00441	P00441;H7BYH4	SODC_HUMAN	SOD1	Superoxide dismutase [Cu-Zn]
P00450	P00450;E9PFZ2;H7C5R1	CERU_HUMAN	CP	Ceruloplasmin
P00451	P00451	FA8_HUMAN	F8	Coagulation factor VIII
P00480	P00480;A0A2R8Y829	OTC_HUMAN	OTC	Ornithine transcarbamylase, mitochondrial
P00488	P00488;H0Y4W5	F13A_HUMAN	F13A1	Coagulation factor XIII A chain
P00488;P16452	P00488;P16452;P16452-2;P16452-3;F5H563;H0Y4W5;H3BPV8	EPB42_HUMAN;F13A_HUMAN	EPB42;F13A1	Coagulation factor XIII A chain
P00491	P00491;G3V5M2;A0A8V8TL37;G3V393	PNPH_HUMAN	PNP	Purine nucleoside phosphorylase
P00492	P00492	HPRT_HUMAN	HPRT1	Hypoxanthine-guanine phosphoribosyltransferase
P00505	P00505;P00505-2	AATM_HUMAN	GOT2	Aspartate aminotransferase, mitochondrial
P00519-2	P00519;P00519-2	ABL1_HUMAN	ABL1	Isoform IB of Tyrosine-protein kinase ABL1
P00519-2;P42684;P42684-6	P00519;P42684;P00519-2;P42684-10;P42684-2;P42684-3;P42684-4;P42684-5;P42684-6;P42684-7;P42684-8	ABL1_HUMAN;ABL2_HUMAN	ABL1;ABL2	Isoform IB of Tyrosine-protein kinase ABL1
P00533	P00533;C9JYS6;Q504U8	EGFR_HUMAN	EGFR	Epidermal growth factor receptor
P00533;P00533-2	P00533;C9JYS6;Q504U8;P00533-2;P00533-3;P00533-4	EGFR_HUMAN	EGFR	Epidermal growth factor receptor
P00533;P04626-4	P00533;P04626;B4DTR1;C9JYS6;J3QLU9;P04626-2;P04626-3;P04626-4;P04626-5;Q504U8	EGFR_HUMAN;ERBB2_HUMAN	EGFR;ERBB2	Epidermal growth factor receptor
P00558	P00558;P00558-2	PGK1_HUMAN	PGK1	Phosphoglycerate kinase 1
P00558;P07205	P00558;P07205;P00558-2	PGK1_HUMAN;PGK2_HUMAN	PGK1;PGK2	Phosphoglycerate kinase 1
P00568	P00568;Q5T9B7	KAD1_HUMAN	AK1	Adenylate kinase isoenzyme 1
P00734	P00734;E9PIT3;C9JV37	THRB_HUMAN	F2	Prothrombin
P00736	P00736;A0A3B3ISR2;B4DPQ0;F5H2D0	C1R_HUMAN	C1R	Complement C1r subcomponent
P00738	P00738;A0A0C4DGL8;J3QLC9;H0Y300;H3BS21;J3QR68;P00738-2	HPT_HUMAN	HP	Haptoglobin
P00739	P00739;P00739-2	HPTR_HUMAN	HPR	Haptoglobin-related protein
P00740	P00740;P00740-2	FA9_HUMAN	F9	Coagulation factor IX
P00742	P00742;B7ZBK1;F8WBM7;Q5JVE8	FA10_HUMAN	F10	Coagulation factor X
P00746	P00746;A0A8Q3WKV6;A0A8Q3WKW0;K7ERG9	CFAD_HUMAN	CFD	Complement factor D
P00747	P00747	PLMN_HUMAN	PLG	Plasminogen
P00747;P08519	CON_P06868;P00747;P08519	APOA_HUMAN;PLMN_HUMAN	LPA;PLG	Plasminogen
P00748	P00748;A0A8Q3WL25	FA12_HUMAN	F12	Coagulation factor XII
P00749;P00749-2	P00749;E7ET40;P00749-2;S4R3G7	UROK_HUMAN	PLAU	Urokinase-type plasminogen activator
P00750	P00750;B4DN26;E7ESF4;A0A7I2V6D6;A0A7I2YQ93;B4DNJ1;P00750-2;P00750-3;P00750-4	TPA_HUMAN	PLAT	Tissue-type plasminogen activator
P00751	P00751;B4E1Z4;H7C5H1;E7ETN3	CFAB_HUMAN	CFB	Complement factor B
P00797;P00797-2	P00797;A0A1B0GUZ2;P00797-2	RENI_HUMAN	REN	Renin
P00813	P00813;A0A8Q3SIA9;A0A8Q3SIC7;F5GWI4;A0A8Q3SI46;A0A8Q3SIC0;A0A8Q3SIG8;A0A8Q3SIH0;A0A8Q3SJ63;A0A8Q3WKY2;A0A8Q3WKZ1;A0A8Q3WKZ4;A0A8Q3WKZ5;A0A8Q3WKZ6;A0A8Q3WKZ9;A0A8Q3WL01;A0A8Q3WM09;A0A8Q3WM84;A0A8Q3SI69;A0A8Q3WKX5;A0A8Q3WKX8;A0A8Q3WL06;A0A8Q3WLK2;A0A8Q3WM58;F5GXW0	ADA_HUMAN	ADA	Adenosine deaminase
P00915	P00915;E5RFE7;E5RH81;E5RHP7;H0YBE2;E5RJF6;E5RJI8	CAH1_HUMAN	CA1	Carbonic anhydrase 1
P00918	P00918	CAH2_HUMAN	CA2	Carbonic anhydrase 2
P00966	P00966;Q5T6L5;Q5T6L6	ASSY_HUMAN	ASS1	Argininosuccinate synthase
P00973	P00973;P00973-2;A0A6Q8PHR1;A0A7P0T854;A0A7P0T879;A0A7P0TBG0;A0A7P0Z4N8;F8VPW7;H0YIB8;P00973-3;P00973-4;S4R3A5;S4R467;A0A7P0T8E1;A0A7P0T8F9;A0A7P0T9Q4;A0A7P0Z444;A0A7P0Z4B6	OAS1_HUMAN	OAS1	2'-5'-oligoadenylate synthase 1
P00995	P00995	ISK1_HUMAN	SPINK1	Serine protease inhibitor Kazal-type 1
P01008	P01008	ANT3_HUMAN	SERPINC1	Antithrombin-III
P01009	P01009;P01009-2;P01009-3;A0A024R6I7;A0A0G2JRN3	A1AT_HUMAN	SERPINA1	Alpha-1-antitrypsin
P01011	P01011;G3V595	AACT_HUMAN	SERPINA3	Alpha-1-antichymotrypsin
P01019	P01019;A0A7P0T8D1;A0A7P0T9S6;A0A7P0TA52;A0A7P0TBH1;A0A7P0TAP4;A0A7P0Z441	ANGT_HUMAN	AGT	Angiotensinogen
P01023	P01023	A2MG_HUMAN	A2M	Alpha-2-macroglobulin
P01023;P20742	P01023;P20742;P20742-2	A2MG_HUMAN;PZP_HUMAN	A2M;PZP	Alpha-2-macroglobulin
P01024	P01024;A0A8Q3SI05;A0A8Q3WM02	CO3_HUMAN	C3	Complement C3
P01031	P01031;A0A8Q3SID6	CO5_HUMAN	C5	Complement C5
P01033	P01033;H0Y789;Q5H9A7	TIMP1_HUMAN	TIMP1	Metalloproteinase inhibitor 1
P01034	P01034	CYTC_HUMAN	CST3	Cystatin-C
P01036	P01036	CYTS_HUMAN	CST4	Cystatin-S
P01036;P01037	P01036;P01037;P09228	CYTN_HUMAN;CYTS_HUMAN	CST1;CST4	Cystatin-S
P01037	P01037	CYTN_HUMAN	CST1	Cystatin-SN
P01040	P01040;C9J0E4	CYTA_HUMAN	CSTA	Cystatin-A
P01042	P01042	KNG1_HUMAN	KNG1	Kininogen-1
P01042-3	P01042-2;P01042-3	KNG1_HUMAN	KNG1	Isoform 3 of Kininogen-1
P01042;P01042-3	P01042;P01042-2;P01042-3	KNG1_HUMAN	KNG1	Kininogen-1
P01111	P01111;P01112	RASN_HUMAN	NRAS	GTPase NRas
P01111;P01116;P01116-2	P01111;P01116;P01116-2;A0A8I5KQ21;A0A8I5KUB5;A0A8I5KYH6	RASK_HUMAN;RASN_HUMAN	KRAS;NRAS	GTPase NRas
P01116-2	P01116-2;A0A8I5KQ21;A0A8I5KUB5	RASK_HUMAN	KRAS	Isoform 2B of GTPase KRas
P01116;P01116-2	P01112;P01116;P01116-2;P01112-2;A0A804HJ06;A0A8I5KQ21;A0A8I5KUB5	RASK_HUMAN	KRAS	GTPase KRas
P01127;P01127-2	P01127;P01127-2;A9UJN9;A9UJP0	PDGFB_HUMAN	PDGFB	Platelet-derived growth factor subunit B
P01130;P01130-3;P01130-5	P01130;H0YMD1;J3KMZ9;P01130-2;P01130-3;P01130-4;P01130-5;P01130-6	LDLR_HUMAN	LDLR	Low-density lipoprotein receptor
P01133;P01133-3	P01133;A0A494C018;P01133-2;P01133-3	EGF_HUMAN	EGF	Pro-epidermal growth factor
P01137	A0A499FJK2;P01137;A0A7I2YQL8;A0A7I2V5Z9	TGFB1_HUMAN	TGFB1	Transforming growth factor beta-1 proprotein
P01189	P01189;E9PHK5	COLI_HUMAN	POMC	Pro-opiomelanocortin
P01236	P01236;A0A494C0Z0;Q5I0G2	PRL_HUMAN	PRL	Prolactin
P01258;P01258-2	P01258;P01258-2	CALC_HUMAN	CALCA	Calcitonin
P01258;P01258-2;P06881	P01258;P06881;P10092;E7ESF5;P01258-2	CALCA_HUMAN;CALC_HUMAN	CALCA	Calcitonin
P01266	P01266;P01266-2	THYG_HUMAN	TG	Thyroglobulin
P01282;P01282-2	P01282;P01282-2	VIP_HUMAN	VIP	VIP peptides
P01344;P01344-2;P01344-3	P01344;P01344-2;P01344-3	IGF2_HUMAN	IGF2	Insulin-like growth factor II
P01344;P01344-3	P01344;P01344-3	IGF2_HUMAN	IGF2	Insulin-like growth factor II
P01350	P01350	GAST_HUMAN	GAST	Gastrin
P01584	P01584	IL1B_HUMAN	IL1B	Interleukin-1 beta
P01591	P01591;D6RD17;D6RHJ6	IGJ_HUMAN	JCHAIN	Immunoglobulin J chain
P01593;P01594	P01593;P01594	KV133_HUMAN;KVD33_HUMAN	IGKV1-33;IGKV1D-33	Immunoglobulin kappa variable 1D-33
P01597;P04432	P01597;P04432	KV139_HUMAN;KVD39_HUMAN	IGKV1-39;IGKV1D-39	Immunoglobulin kappa variable 1-39
P01599	P01599	KV117_HUMAN	IGKV1-17	Immunoglobulin kappa variable 1-17
P01601	P01601	KVD16_HUMAN	IGKV1D-16	Immunoglobulin kappa variable 1D-16
P01602	P01602	KV105_HUMAN	IGKV1-5	Immunoglobulin kappa variable 1-5
P01619	P01619	KV320_HUMAN	IGKV3-20	Immunoglobulin kappa variable 3-20
P01699	P01699	LV144_HUMAN	IGLV1-44	Immunoglobulin lambda variable 1-44
P01699;P01700	P01699;P01700	LV144_HUMAN;LV147_HUMAN	IGLV1-44;IGLV1-47	Immunoglobulin lambda variable 1-44
P01700	P01700	LV147_HUMAN	IGLV1-47	Immunoglobulin lambda variable 1-47
P01701	P01701	LV151_HUMAN	IGLV1-51	Immunoglobulin lambda variable 1-51
P01703	P01703	LV140_HUMAN	IGLV1-40	Immunoglobulin lambda variable 1-40
P01704	P01704	LV214_HUMAN	IGLV2-14	Immunoglobulin lambda variable 2-14
P01705	P01705	LV223_HUMAN	IGLV2-23	Immunoglobulin lambda variable 2-23
P01706	P01706	LV211_HUMAN	IGLV2-11	Immunoglobulin lambda variable 2-11
P01706;P01709	P01706;P01709	LV208_HUMAN;LV211_HUMAN	IGLV2-11;IGLV2-8	Immunoglobulin lambda variable 2-11
P01709	P01709	LV208_HUMAN	IGLV2-8	Immunoglobulin lambda variable 2-8
P01714	P01714	LV319_HUMAN	IGLV3-19	Immunoglobulin lambda variable 3-19
P01715	P01715	LV301_HUMAN	IGLV3-1	Immunoglobulin lambda variable 3-1
P01717	P01717	LV325_HUMAN	IGLV3-25	Immunoglobulin lambda variable 3-25
P01717;P01718	P01717;P01718	LV325_HUMAN;LV327_HUMAN	IGLV3-25;IGLV3-27	Immunoglobulin lambda variable 3-25
P01718	P01718	LV327_HUMAN	IGLV3-27	Immunoglobulin lambda variable 3-27
P01721	P01721	LV657_HUMAN	IGLV6-57	Immunoglobulin lambda variable 6-57
P01742	P01742	HV169_HUMAN	IGHV1-69	Immunoglobulin heavy variable 1-69
P01743	P01743	HV146_HUMAN	IGHV1-46	Immunoglobulin heavy variable 1-46
P01762	P01762	HV311_HUMAN	IGHV3-11	Immunoglobulin heavy variable 3-11
P01763	P01763	HV348_HUMAN	IGHV3-48	Immunoglobulin heavy variable 3-48
P01764	P01764;P01768;P0DP03;A0A0J9YY99	HV323_HUMAN	IGHV3-23	Immunoglobulin heavy variable 3-23
P01766	P01766	HV313_HUMAN	IGHV3-13	Immunoglobulin heavy variable 3-13
P01772	P01768;P01772;P0DP02;P0DP03;A0A0J9YY99	HV333_HUMAN	IGHV3-33	Immunoglobulin heavy variable 3-33
P01780	P01780	HV307_HUMAN	IGHV3-7	Immunoglobulin heavy variable 3-7
P01782	P01782;P0DP04	HV309_HUMAN	IGHV3-9	Immunoglobulin heavy variable 3-9
P01814	P01814	HV270_HUMAN	IGHV2-70	Immunoglobulin heavy variable 2-70
P01817	P01817	HV205_HUMAN	IGHV2-5	Immunoglobulin heavy variable 2-5
P01824	P01824	HV439_HUMAN	IGHV4-39	Immunoglobulin heavy variable 4-39
P01833	P01833	PIGR_HUMAN	PIGR	Polymeric immunoglobulin receptor
P01834	P01834;A0A5H1ZRQ3	IGKC_HUMAN	IGKC	Immunoglobulin kappa constant
P01854-1	P01854;P01854-1;P01854-3	IGHE_HUMAN	IGHE	Isoform 1 of Immunoglobulin heavy constant epsilon
P01857-1	P01857;P01857-1;A0A0A0MS07	IGHG1_HUMAN	IGHG1	Isoform 1 of Immunoglobulin heavy constant gamma 1
P01857-1;P01859	P01857;P01859;P01857-1;P01859-1;A0A0A0MS07	IGHG1_HUMAN;IGHG2_HUMAN	IGHG1;IGHG2	Isoform 1 of Immunoglobulin heavy constant gamma 1
P01857-1;P01859;P01860	P01857;P01859;P01860;P01857-1;P01859-1;P01860-1;A0A0A0MS07	IGHG1_HUMAN;IGHG2_HUMAN;IGHG3_HUMAN	IGHG1;IGHG2;IGHG3	Isoform 1 of Immunoglobulin heavy constant gamma 1
P01857-1;P01859;P01860;P01861-1	P01857;P01859;P01860;P01861;P01857-1;P01859-1;P01860-1;A0A0A0MS07;P01861-1	IGHG1_HUMAN;IGHG2_HUMAN;IGHG3_HUMAN;IGHG4_HUMAN	IGHG1;IGHG2;IGHG3;IGHG4	Isoform 1 of Immunoglobulin heavy constant gamma 1
P01857-1;P01860	P01857;P01860;P01857-1;P01860-1;A0A0A0MS07	IGHG1_HUMAN;IGHG3_HUMAN	IGHG1;IGHG3	Isoform 1 of Immunoglobulin heavy constant gamma 1
P01857-1;P01860;P01861-1	P01857;P01860;P01861;P01857-1;P01860-1;P01861-1	IGHG1_HUMAN;IGHG3_HUMAN;IGHG4_HUMAN	IGHG1;IGHG3;IGHG4	Isoform 1 of Immunoglobulin heavy constant gamma 1
P01857-1;P01861-1	P01857;P01861;P01857-1;A0A0A0MS07;P01861-1	IGHG1_HUMAN;IGHG4_HUMAN	IGHG1;IGHG4	Isoform 1 of Immunoglobulin heavy constant gamma 1
P01859	P01859;P01859-1	IGHG2_HUMAN	IGHG2	Immunoglobulin heavy constant gamma 2
P01859;P01860	P01859;P01860;P01859-1;P01860-1	IGHG2_HUMAN;IGHG3_HUMAN	IGHG2;IGHG3	Immunoglobulin heavy constant gamma 2
P01859;P01860;P01861-1	P01859;P01860;P01861;P01859-1;P01860-1;P01861-1	IGHG2_HUMAN;IGHG3_HUMAN;IGHG4_HUMAN	IGHG2;IGHG3;IGHG4	Immunoglobulin heavy constant gamma 2
P01859;P01861-1	P01859;P01861;P01859-1;P01861-1	IGHG2_HUMAN;IGHG4_HUMAN	IGHG2;IGHG4	Immunoglobulin heavy constant gamma 2
P01860	P01860;P01860-1	IGHG3_HUMAN	IGHG3	Immunoglobulin heavy constant gamma 3
P01861-1	P01861;P01861-1	IGHG4_HUMAN	IGHG4	Isoform 1 of Immunoglobulin heavy constant gamma 4
P01871-1	P01871;P01871-1	IGHM_HUMAN	IGHM	Isoform 1 of Immunoglobulin heavy constant mu
P01876-1	P01876;P01876-1;A0A0G2JMB2	IGHA1_HUMAN	IGHA1	Isoform 1 of Immunoglobulin heavy constant alpha 1
P01876-1;P01877-1	P01876;P01877;P01876-1;P01877-1;A0A0G2JMB2	IGHA1_HUMAN;IGHA2_HUMAN	IGHA1;IGHA2	Isoform 1 of Immunoglobulin heavy constant alpha 1
P01877-1	P01877;P01877-1	IGHA2_HUMAN	IGHA2	Isoform 1 of Immunoglobulin heavy constant alpha 2
P01880;P01880-1	P01880;P01880-1;A0A0A0MS09	IGHD_HUMAN	IGHD	Immunoglobulin heavy constant delta
P01889	P01889;A0A0G2JPD3;A0A140T8Y4;A0A1W2PP29;A0A1W2PR61;Q5SPM2;A0A140T8W8;A0A1W2PPF8;A0A8Q3SIV3	HLAB_HUMAN	HLA-B	HLA class I histocompatibility antigen, B alpha chain
P01889;P10321	P01889;P10321;A0A140T912;A0A140T951;A0A140T9H5;A0A140T9J9;A0A140T9M0;A0A140T9W2;A0A1W2PNZ7;A0A1W2PP29;A0A1W2PP77;A0A1W2PR11;A0A1W2PRX1;A0A1W2PRZ0;A2AEA2;O19617;O78179;Q53YP1;Q5QT33;Q5SS57;A0A140T921;A0A140T930;A0A140T937;A0A140T942;A0A140T962;A0A140T9B3;A0A140T9D4;A0A140T9E1;A0A140T9L3;A0A140T9M5;A0A140T9T1;A0A140T9U0;A0A140T9U8;A0A140TA05;A0A140TA21;A0A8Q3SIV3	HLAB_HUMAN;HLAC_HUMAN	HLA-B;HLA-C	HLA class I histocompatibility antigen, B alpha chain
